timestamp,target,id,temp_pc1,weekend,holiday
2010-01-04 00:00:00,1152.671484,AUS_SA_day_0,0.6008627,0,0
2010-01-04 01:00:00,1001.809887,AUS_SA_day_0,0.51413816,0,0
2010-01-04 02:00:00,901.426466,AUS_SA_day_0,0.44390258,0,0
2010-01-04 03:00:00,869.059866,AUS_SA_day_0,0.38619813,0,0
2010-01-04 04:00:00,882.4325160000001,AUS_SA_day_0,0.33559906,0,0
2010-01-04 05:00:00,937.455872,AUS_SA_day_0,0.2374614,0,0
2010-01-04 06:00:00,1048.4666619999998,AUS_SA_day_0,0.20491739,0,0
2010-01-04 07:00:00,1186.538618,AUS_SA_day_0,0.39979887,0,0
2010-01-04 08:00:00,1288.100473,AUS_SA_day_0,0.79253453,0,0
2010-01-04 09:00:00,1363.654409,AUS_SA_day_0,1.2857951,0,0
2010-01-04 10:00:00,1425.389507,AUS_SA_day_0,1.6858084,0,0
2010-01-04 11:00:00,1487.0034879999998,AUS_SA_day_0,2.052365,0,0
2010-01-04 12:00:00,1546.076666,AUS_SA_day_0,2.3735907,0,0
2010-01-04 13:00:00,1604.576936,AUS_SA_day_0,2.613452,0,0
2010-01-04 14:00:00,1650.54636,AUS_SA_day_0,2.7547476,0,0
2010-01-04 15:00:00,1701.434543,AUS_SA_day_0,2.8067214,0,0
2010-01-04 16:00:00,1738.369906,AUS_SA_day_0,2.7610462,0,0
2010-01-04 17:00:00,1699.867142,AUS_SA_day_0,2.712074,0,0
2010-01-04 18:00:00,1605.588134,AUS_SA_day_0,2.4810774,0,0
2010-01-04 19:00:00,1477.767164,AUS_SA_day_0,2.2504528,0,0
2010-01-04 20:00:00,1428.19762,AUS_SA_day_0,2.0257516,0,0
2010-01-04 21:00:00,1347.119064,AUS_SA_day_0,1.7853951,0,0
2010-01-04 22:00:00,1234.612476,AUS_SA_day_0,1.639144,0,0
2010-01-04 23:00:00,1250.035726,AUS_SA_day_0,1.5349523,0,0
2010-01-05 00:00:00,1240.5577520000002,AUS_SA_day_0,1.43459,0,0
2010-01-05 01:00:00,1083.117981,AUS_SA_day_0,1.3412519,0,0
2010-01-05 02:00:00,987.012656,AUS_SA_day_0,1.2480868,0,0
2010-01-05 03:00:00,962.11614,AUS_SA_day_0,1.1584027,0,0
2010-01-05 04:00:00,971.774955,AUS_SA_day_0,1.0733387,0,0
2010-01-05 05:00:00,1027.6947,AUS_SA_day_0,0.94594204,0,0
2010-01-05 06:00:00,1135.2186820000002,AUS_SA_day_0,0.8507639,0,0
2010-01-05 07:00:00,1279.661369,AUS_SA_day_0,1.0416749,0,0
2010-01-05 08:00:00,1400.4854380000002,AUS_SA_day_0,1.5049986,0,0
2010-01-05 09:00:00,1492.366304,AUS_SA_day_0,1.8571736,0,0
2010-01-05 10:00:00,1569.671251,AUS_SA_day_0,2.233385,0,0
2010-01-05 11:00:00,1647.06099,AUS_SA_day_0,2.57632,0,0
2010-01-05 12:00:00,1727.722757,AUS_SA_day_0,2.859281,0,0
2010-01-05 13:00:00,1797.324024,AUS_SA_day_0,3.0211754,0,0
2010-01-05 14:00:00,1841.819673,AUS_SA_day_0,3.0694091,0,0
2010-01-05 15:00:00,1886.151427,AUS_SA_day_0,3.0399346,0,0
2010-01-05 16:00:00,1911.868613,AUS_SA_day_0,2.982348,0,0
2010-01-05 17:00:00,1871.129994,AUS_SA_day_0,2.9678144,0,0
2010-01-05 18:00:00,1761.947847,AUS_SA_day_0,2.9484456,0,0
2010-01-05 19:00:00,1589.04431,AUS_SA_day_0,2.7637315,0,0
2010-01-05 20:00:00,1487.730596,AUS_SA_day_0,2.3474846,0,0
2010-01-05 21:00:00,1382.426951,AUS_SA_day_0,1.9452238,0,0
2010-01-05 22:00:00,1269.29827,AUS_SA_day_0,1.6425772,0,0
2010-01-05 23:00:00,1282.483586,AUS_SA_day_0,1.447584,0,0
2010-01-06 00:00:00,1270.9238799999998,AUS_SA_day_0,1.3028008,0,0
2010-01-06 01:00:00,1111.297543,AUS_SA_day_0,1.1750275,0,0
2010-01-06 02:00:00,1019.423878,AUS_SA_day_0,1.0602942,0,0
2010-01-06 03:00:00,991.112134,AUS_SA_day_0,0.9617953,0,0
2010-01-06 04:00:00,999.225404,AUS_SA_day_0,0.86215717,0,0
2010-01-06 05:00:00,1055.802987,AUS_SA_day_0,0.7579122,0,0
2010-01-06 06:00:00,1174.889911,AUS_SA_day_0,0.6912516,0,0
2010-01-06 07:00:00,1315.079891,AUS_SA_day_0,0.8713857,0,0
2010-01-06 08:00:00,1429.204704,AUS_SA_day_0,1.2059345,0,0
2010-01-06 09:00:00,1520.323542,AUS_SA_day_0,1.6013035,0,0
2010-01-06 10:00:00,1608.2338140000002,AUS_SA_day_0,2.0254529,0,0
2010-01-06 11:00:00,1705.9642199999998,AUS_SA_day_0,2.4167943,0,0
